"vOTU","GENOME_LENGTH","CHECKV_QUALITY","LIFE_CYCLE","TOTAL_METAGENOME_PRESENCE","METATRANSCRIPTOME_PRESENCE","DNA_VIROME_PRESENCE","HOST_GENBANK_ACCESSION","HOST_GENUS","HOST_NAME","VC","SUBCLUSTER","REF_PHAGES_IN_VC","VC_IDENTITY","FAMILY","SPECIES","C1RH","C1S","C2RH","C2S","C3RH","C3S","C4RH","C4S","V1RH","V1S","V2RH","V2S","V3RH","V3S","V4RH","V4S"
"dsDNA_phage_854",28125,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1490,0,"NO","OUTLIER",NA,NA,2882,0,2237,0,1788,0,2773,0,0,0,0,0,0,0,0,0
"dsDNA_phage_855",27005,"Not-determined","TEMPERATE",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1367,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_856",26185,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1509,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,0
"dsDNA_phage_857",12567,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_858",11271,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_859",11016,"Low-quality","LYTIC",0,1,0,"GCA_000817935.1","Clostridium","Clostridium botulinum CDC_1436",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_86",16176,"Low-quality","LYTIC",1,0,0,"GCA_001263175.1","Vulgatibacter","Vulgatibacter incomptus",NA,NA,NA,NA,NA,NA,238,0,0,0,0,0,209,0,0,0,271,0,0,0,0,0
"dsDNA_phage_860",10325,"High-quality","LYTIC",0,1,0,"GCA_000340885.1","Clostridium","Clostridium saccharoperbutylacetonicum N1-4(HMT)",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_861",26802,"Not-determined","LYTIC",0,1,0,"GCA_001307155.1","Pseudomonas","Pseudomonas fluorescens",1450,0,"NO","VC",NA,NA,0,2395,0,0,331,0,659,0,0,0,0,47847,0,0,0,0
"dsDNA_phage_862",10539,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_863",10528,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_864",10495,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_865",10335,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_866",10239,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_867",10201,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_868",10074,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_869",10029,"Not-determined","LYTIC",0,1,0,"GCA_000176115.2","Streptomyces","Streptomyces pratensis ATCC 33331",1450,0,"NO","VC",NA,NA,0,0,0,0,0,284,0,301,303,0,0,0,289,0,0,0
"dsDNA_phage_87",10205,"Not-determined","TEMPERATE",1,0,0,"GCA_000014565.1","Rhodococcus","Rhodococcus jostii RHA1",NA,NA,NA,NA,NA,NA,0,0,0,0,0,163,0,107,153,0,0,0,0,0,0,0
"dsDNA_phage_870",16091,"Not-determined","LYTIC",0,1,0,"GCA_000340885.1","Clostridium","Clostridium saccharoperbutylacetonicum N1-4(HMT)",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_871",10671,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_872",10059,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_873",10397,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_874",10378,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_875",10301,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_876",10290,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_877",23104,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",1367,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_878",21712,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1529,0,"NO","VC",NA,NA,914,0,621,0,289,0,723,0,0,0,0,0,0,0,0,0
"dsDNA_phage_879",21988,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_88",13176,"Low-quality","LYTIC",1,0,0,"GCA_000695095.2","Gemmatimonas","Gemmatimonas phototrophica",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_880",20763,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_881",20552,"Not-determined","LYTIC",0,1,0,"GCA_000023345.1","Variovorax","Variovorax paradoxus S110",NA,NA,NA,NA,NA,NA,3679,0,2456,0,1957,0,3065,922,0,575,0,0,0,0,0,0
"dsDNA_phage_882",15047,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,1046,0,1010,0,474,0,462,0,0,0,0,0,0,0,0,0
"dsDNA_phage_883",14475,"Not-determined","LYTIC",0,1,0,"GCA_000730165.2","Nitrospirillum","Nitrospirillum amazonense CBAmc",1536,0,"NO","VC",NA,NA,2196,0,1365,0,1170,0,1504,181,0,0,0,0,0,0,0,0
"dsDNA_phage_884",11475,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_885",11569,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_886",11661,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,640,0,435,0,222,0,471,0,0,0,0,0,0,0,0,0
"dsDNA_phage_887",14518,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_888",10587,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_889",10579,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_89",17574,"Low-quality","TEMPERATE",1,0,0,"GCA_002752675.1","Massilia","Massilia sp. B2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,996,0,0,0,0,0,0,0
"dsDNA_phage_890",10568,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_891",10563,"High-quality","TEMPERATE",0,1,0,"GCA_002859165.1","Candidatus","Candidatus Hodgkinia cicadicola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_892",10066,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,373,0,178,0,0,0,177,0,0,0,0,0,0,0,0,0
"dsDNA_phage_893",10014,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,538,0,461,0,220,0,398,0,0,0,0,0,0,0,0,0
"dsDNA_phage_894",28917,"Not-determined","LYTIC",0,1,0,"GCA_000024905.1","Thermanaerovibrio","Thermanaerovibrio acidaminovorans DSM 6589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_895",27709,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_896",25964,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_897",22597,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1456,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_898",10739,"High-quality","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_899",11746,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,382,0,254,0,95,0,109,1,144,0,21,0,364,0,0,0
"dsDNA_phage_9",7131,"Not-determined","TEMPERATE",1,0,0,"GCA_001483865.1","Roseateles","Roseateles depolymerans",NA,NA,NA,NA,NA,NA,3600,0,1150,0,1797,0,2756,0,0,0,0,0,0,0,0,0
"dsDNA_phage_90",13408,"Low-quality","LYTIC",1,0,0,"GCA_001931535.1","Minicystis","Minicystis rosea",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,578,190,0,0,0,0,0,0,0,0
"dsDNA_phage_900",25213,"Not-determined","LYTIC",0,1,0,"GCA_002291405.1","Variovorax","Variovorax boronicumulans",1522,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_901",11254,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_902",11196,"Not-determined","LYTIC",0,1,0,"GCA_000471925.1","Ralstonia","Ralstonia pickettii DTP0602",1537,0,"NO","VC",NA,NA,651,0,357,0,443,0,822,0,0,0,0,0,0,0,0,0
"dsDNA_phage_903",11085,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,3167,0,0,0,0,0,0,0,0,0
"dsDNA_phage_904",10951,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,774,0,589,0,372,0,930,0,0,0,0,0,0,0,0,0
"dsDNA_phage_905",10893,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1516,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_906",10856,"Not-determined","LYTIC",0,1,0,"GCA_001302585.1","Kibdelosporangium","Kibdelosporangium phytohabitans",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_907",10833,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1568,0,831,0,1022,0,2107,0,0,0,0,0,0,0,0,0
"dsDNA_phage_908",10802,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1527,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_909",10761,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1494,0,"NO","VC",NA,NA,3140,0,2026,0,1645,0,1611,0,0,0,0,0,0,0,0,0
"dsDNA_phage_91",29565,"Low-quality","LYTIC",1,0,0,NA,NA,NA,1488,0,"NO","OUTLIER",NA,NA,1283,0,399,0,0,0,0,0,0,0,691,0,498,0,0,0
"dsDNA_phage_910",13332,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1510,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_911",11668,"Low-quality","LYTIC",0,1,0,NA,NA,NA,1152,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_912",11514,"Not-determined","LYTIC",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",NA,NA,NA,NA,NA,NA,1331,0,903,0,857,0,1306,0,0,0,0,0,0,0,0,0
"dsDNA_phage_913",11431,"Not-determined","LYTIC",0,1,0,"GCA_001483865.1","Roseateles","Roseateles depolymerans",1473,0,"NO","VC",NA,NA,860,0,433,0,537,0,1145,0,0,0,0,0,0,0,0,0
"dsDNA_phage_914",11213,"Not-determined","TEMPERATE",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,1943,0,1289,0,1111,0,1674,242,0,0,0,0,0,0,138,0
"dsDNA_phage_915",16687,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,2418,0,1550,0,1407,0,1387,0,0,0,0,0,0,0,0,0
"dsDNA_phage_916",16649,"Not-determined","TEMPERATE",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",NA,NA,NA,NA,NA,NA,2064,0,1294,0,1275,0,1583,0,0,0,0,0,0,0,144,0
"dsDNA_phage_917",16121,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1537,0,"NO","VC",NA,NA,2269,0,1952,0,1450,0,2336,704,0,0,0,0,0,0,0,0
"dsDNA_phage_918",15901,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1528,0,"NO","VC",NA,NA,4065,0,2208,0,1715,166,1388,193,0,0,0,0,0,0,0,0
"dsDNA_phage_919",15735,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,3050,0,2297,377,1930,476,2522,520,0,0,0,0,0,0,0,0
"dsDNA_phage_92",13922,"Low-quality","LYTIC",1,0,0,"GCA_001672455.2","Mesorhizobium","Mesorhizobium sp. WSM1497",NA,NA,NA,NA,NA,NA,0,0,0,84,0,0,0,0,0,0,0,0,0,0,83,0
"dsDNA_phage_920",15151,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,1700,0,1031,0,1113,0,1579,0,0,0,0,0,0,0,0,0
"dsDNA_phage_921",14804,"Not-determined","LYTIC",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",1446,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_922",14684,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2181,0,1533,0,1266,0,1453,204,0,0,0,0,0,0,0,0
"dsDNA_phage_923",10461,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0
"dsDNA_phage_924",10219,"Not-determined","LYTIC",0,1,0,"GCA_000145275.1","Clostridium","Clostridium cellulovorans 743B",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_925",10217,"Not-determined","LYTIC",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_926",10039,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_927",13637,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,603,0,555,0,263,0,684,0,0,0,0,0,0,0,0,0
"dsDNA_phage_928",13556,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",1452,0,"NO","OUTLIER",NA,NA,648,0,258,0,296,0,384,0,0,0,0,0,0,0,0,0
"dsDNA_phage_929",13457,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,2121,0,1366,0,1282,270,1276,265,0,0,0,0,546,0,0,0
"dsDNA_phage_93",16193,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,0,666,0,293,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_930",13455,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1525,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_931",13447,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,2144,0,1290,0,1233,0,1274,0,0,0,0,0,0,0,0,0
"dsDNA_phage_932",13160,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_933",12573,"Not-determined","LYTIC",0,1,0,"GCA_000023345.1","Variovorax","Variovorax paradoxus S110",NA,NA,NA,NA,NA,NA,1206,0,759,0,660,0,1289,0,0,0,0,0,0,0,0,0
"dsDNA_phage_934",22026,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,1456,0,1110,0,807,0,2319,0,0,0,0,0,0,0,0,0
"dsDNA_phage_935",20934,"Low-quality","LYTIC",0,1,0,NA,NA,NA,785,0,"YES","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_936",20848,"Not-determined","LYTIC",0,1,0,"GCA_001955695.1","Rhodoferax","Rhodoferax koreense",1538,0,"NO","VC",NA,NA,219,0,135,0,159,0,398,0,0,0,0,0,0,0,0,0
"dsDNA_phage_937",20245,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",NA,NA,NA,NA,NA,NA,2327,0,1835,0,1500,0,3059,0,0,0,0,0,0,0,0,0
"dsDNA_phage_938",20037,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",NA,NA,NA,NA,NA,NA,3275,0,2537,0,2109,0,2873,0,0,0,0,0,0,0,0,0
"dsDNA_phage_939",19998,"Not-determined","LYTIC",0,1,0,"GCA_002011925.1","Cupriavidus","Cupriavidus sp. NH9",NA,NA,NA,NA,NA,NA,2151,0,1223,0,1342,0,2151,0,0,0,0,0,0,0,0,0
"dsDNA_phage_94",19601,"Low-quality","LYTIC",1,0,0,"GCA_001610895.1","Planctomyces","Planctomyces sp. SH-PL62",1445,0,"NO","VC",NA,NA,300,0,0,345,0,266,0,311,0,0,0,0,207,0,0,0
"dsDNA_phage_940",19923,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_941",19903,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1449,0,"NO","OUTLIER",NA,NA,398,0,237,0,284,0,533,0,0,0,0,0,0,0,0,0
"dsDNA_phage_942",18615,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,3087,0,2358,0,1796,0,2135,432,0,0,0,0,0,0,0,0
"dsDNA_phage_943",12642,"Not-determined","LYTIC",0,1,0,"GCA_001891105.1","Ralstonia","Ralstonia solanacearum",NA,NA,NA,NA,NA,NA,1085,0,681,0,666,0,1200,0,0,0,0,0,0,0,0,0
"dsDNA_phage_944",12564,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1507,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_945",12551,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1536,0,"NO","VC",NA,NA,1992,0,1558,0,1285,0,1263,162,0,0,0,0,0,0,0,0
"dsDNA_phage_946",12515,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1656,0,1050,0,981,0,1897,0,0,0,0,0,0,0,0,0
"dsDNA_phage_947",12407,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1526,0,"NO","VC",NA,NA,1839,0,1315,0,893,0,1155,0,0,0,0,0,0,0,0,0
"dsDNA_phage_948",12153,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1535,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_949",12952,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_95",12089,"Low-quality","LYTIC",1,0,0,"GCA_001611795.1","Streptomyces","Streptomyces sp. S10(2016)",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_950",11418,"Not-determined","LYTIC",0,1,0,"GCA_002844315.1","Candidatus","Candidatus Hodgkinia cicadicola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_951",10134,"Not-determined","LYTIC",0,1,0,"GCA_001682195.1","Flammeovirga","Flammeovirga sp. MY04",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_952",10015,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_953",10009,"Not-determined","LYTIC",0,1,0,"GCA_900198195.1","Tenacibaculum","Tenacibaculum jejuense",1500,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_954",12997,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_955",10962,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_956",13194,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_957",12883,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_958",12862,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_959",12577,"High-quality","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_96",10487,"Low-quality","LYTIC",1,0,0,"GCA_900119315.1","Actinoplanes","Actinoplanes sp. SE50/110",1442,0,"NO","OUTLIER",NA,NA,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_960",12467,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_961",12465,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_962",12412,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_963",12203,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_964",12138,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_965",12041,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_966",19855,"High-quality","LYTIC",0,1,0,NA,NA,NA,1507,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_967",10312,"Not-determined","LYTIC",0,1,0,"GCA_000334405.1","Blattabacterium","Blattabacterium sp. (Blatta orientalis) str. Tarazona",1512,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
